0 378
200 188
400 -58
600 90
800 18
1000 156
1200 106
1400 -112
1600 150
1800 40
2000 108
2200 -170
2400 68
2600 154
2800 190
3000 40
3200 -170
3400 -6
3600 -28
3800 -38
4000 -34
4200 -114
4400 -158
4600 66
4800 12
5000 72
5200 -150
5400 -12
5600 -160
5800 88
6000 22
6200 -56
6400 2
6600 130
6800 196
7000 28
7200 -22
7400 -140
7600 -4
7800 168
8000 24
8200 -38
8400 -78
8600 118
8800 -154
9000 -124
9200 -88
9400 28
9600 -78
9800 266
10000 -50
10200 -50
10400 36
10600 50
10800 -106
11000 282
11200 114
11400 10
11600 102
11800 70
12000 -176
12200 -116
12400 44
12600 214
12800 88
13000 108
13200 8
13400 74
13600 -88
13800 -52
14000 -32
14200 -92
14400 -106
14600 -118
14800 -78
15000 162
15200 10
15400 -170
15600 -98
15800 98
16000 96
16200 188
16400 22
16600 -64
16800 230
17000 -90
17200 86
17400 -118
17600 -128
17800 62
18000 -100
18200 -84
18400 0
18600 -30
18800 152
19000 224
19200 120
19400 150
19600 -240
19800 -158
20000 -152
20200 -54
20400 -182
20600 -108
20800 -62
21000 -100
21200 4
21400 120
21600 -12
21800 -52
22000 126
22200 -156
22400 108
22600 244
22800 -18
23000 98
23200 8
23400 74
23600 52
23800 106
24000 50
24200 -10
24400 82
24600 -110
24800 -84
25000 0
25200 238
25400 144
25600 -126
25800 -50
26000 176
26200 8
26400 40
26600 84
26800 -174
27000 -192
27200 -88
27400 230
27600 -28
27800 10
28000 222
28200 -70
28400 -72
28600 -18
28800 54
29000 104
29200 192
29400 -162
29600 234
29800 -114
30000 -222
30200 18
30400 34
30600 208
30800 -16
31000 16
31200 -6
31400 -120
31600 -200
31800 12
32000 -32
32200 136
32400 156
32600 -220
32800 -202
33000 -28
33200 -218
33400 58
33600 6
33800 160
34000 -168
34200 -44
34400 -42
34600 198
34800 -46
35000 170
35200 84
35400 78
35600 226
35800 128
36000 -20
36200 -114
36400 120
36600 126
36800 -16
37000 82
37200 192
37400 -88
37600 -56
37800 8
38000 112
38200 -2
38400 -80
38600 226
38800 -12
39000 20
39200 40
39400 62
39600 -122
39800 -110
40000 -66
40200 10
40400 42
40600 -222
40800 -226
41000 188
41200 -194
41400 -112
41600 -24
41800 -50
42000 112
42200 -224
42400 46
42600 -70
42800 -222
43000 -78
43200 118
43400 -86
43600 110
43800 10
44000 66
44200 138
44400 104
44600 -128
44800 258
45000 -96
45200 -236
45400 156
45600 -60
45800 -60
46000 40
46200 210
46400 16
46600 -26
46800 252
47000 -194
47200 96
47400 66
47600 96
47800 -134
48000 -78
48200 -188
48400 14
48600 -64
48800 62
49000 -8
49200 92
49400 -110
49600 176
49800 316
50000 -102
50200 114
50400 -32
50600 -140
50800 -70
51000 -50
51200 24
51400 70
51600 -116
51800 -130
52000 -88
52200 -212
52400 -34
52600 26
52800 -188
53000 -210
53200 186
53400 24
53600 -60
53800 22
54000 -86
54200 -68
54400 28
54600 20
54800 -206
55000 234
55200 108
55400 -102
55600 100
55800 -70
56000 174
56200 -200
56400 158
56600 34
56800 -122
57000 128
57200 -16
57400 134
57600 -60
57800 -166
58000 -260
58200 64
58400 132
58600 46
58800 122
59000 68
59200 134
59400 4
59600 16
59800 154
