0 400
200 400
400 400
600 400
800 400
1000 400
1200 400
1400 398
1600 400
1800 400
2000 400
2200 400
2400 400
2600 400
2800 400
3000 400
3200 400
3400 400
3600 400
3800 400
4000 400
4200 400
4400 400
4600 400
4800 400
5000 398
5200 400
5400 400
5600 398
5800 400
6000 400
6200 400
6400 398
6600 400
6800 400
7000 400
7200 400
7400 400
7600 400
7800 400
8000 400
8200 400
8400 398
8600 400
8800 400
9000 400
9200 398
9400 400
9600 400
9800 400
10000 398
10200 400
10400 400
10600 398
10800 400
11000 400
11200 400
11400 400
11600 400
11800 400
12000 398
12200 400
12400 398
12600 400
12800 400
13000 400
13200 400
13400 400
13600 400
13800 400
14000 400
14200 400
14400 400
14600 398
14800 400
15000 400
15200 398
15400 400
15600 400
15800 398
16000 400
16200 400
16400 400
16600 396
16800 400
17000 398
17200 400
17400 400
17600 400
17800 400
18000 400
18200 400
18400 400
18600 400
18800 400
19000 400
19200 400
19400 400
19600 400
19800 400
20000 400
20200 398
20400 400
20600 400
20800 400
21000 400
21200 400
21400 400
21600 400
21800 400
22000 400
22200 400
22400 398
22600 400
22800 400
23000 400
23200 400
23400 400
23600 400
23800 400
24000 396
24200 398
24400 400
24600 400
24800 400
25000 400
25200 400
25400 400
25600 400
25800 400
26000 400
26200 400
26400 400
26600 400
26800 400
27000 398
27200 400
27400 400
27600 398
27800 400
28000 400
28200 398
28400 398
28600 400
28800 400
29000 400
29200 398
29400 400
29600 400
29800 398
30000 400
30200 400
30400 400
30600 398
30800 400
31000 400
31200 400
31400 400
31600 394
31800 400
32000 398
32200 398
32400 400
32600 398
32800 400
33000 400
33200 400
33400 400
33600 400
33800 396
34000 400
34200 400
34400 398
34600 400
34800 400
35000 400
35200 400
35400 400
35600 400
35800 398
36000 398
36200 398
36400 396
36600 400
36800 398
37000 400
37200 398
37400 400
37600 400
37800 400
38000 400
38200 400
38400 398
38600 398
38800 398
39000 400
39200 400
39400 398
39600 400
39800 400
40000 400
40200 398
40400 400
40600 398
40800 400
41000 400
41200 398
41400 398
41600 400
41800 398
42000 400
42200 398
42400 400
42600 398
42800 400
43000 400
43200 400
43400 400
43600 400
43800 400
44000 400
44200 400
44400 400
44600 400
44800 400
45000 400
45200 400
45400 400
45600 400
45800 400
46000 400
46200 400
46400 398
46600 400
46800 396
47000 400
47200 400
47400 400
47600 400
47800 400
48000 400
48200 398
48400 400
48600 400
48800 400
49000 400
49200 398
49400 400
49600 398
49800 400
50000 400
50200 400
50400 400
50600 400
50800 400
51000 400
51200 398
51400 398
51600 400
51800 400
52000 400
52200 398
52400 400
52600 400
52800 400
53000 400
53200 400
53400 400
53600 398
53800 400
54000 400
54200 398
54400 400
54600 400
54800 398
55000 400
55200 400
55400 400
55600 400
55800 400
56000 400
56200 400
56400 398
56600 400
56800 400
57000 400
57200 400
57400 400
57600 398
57800 400
58000 394
58200 400
58400 398
58600 400
58800 400
59000 400
59200 400
59400 398
59600 398
59800 400
