0 334
200 -84
400 26
600 -82
800 -2
1000 -34
1200 104
1400 24
1600 -116
1800 90
2000 22
2200 28
2400 62
2600 -46
2800 22
3000 -96
3200 -136
3400 -2
3600 58
3800 46
4000 134
4200 16
4400 16
4600 60
4800 20
5000 18
5200 76
5400 -112
5600 50
5800 62
6000 -26
6200 -76
6400 26
6600 48
6800 58
7000 10
7200 18
7400 -12
7600 -4
7800 -28
8000 18
8200 2
8400 -14
8600 -74
8800 6
9000 -80
9200 -22
9400 66
9600 -88
9800 -12
10000 86
10200 32
10400 -42
10600 -82
10800 52
11000 -6
11200 -94
11400 -110
11600 -110
11800 22
12000 86
12200 74
12400 12
12600 52
12800 -58
13000 136
13200 -76
13400 -2
13600 2
13800 -36
14000 -14
14200 18
14400 -22
14600 -80
14800 52
15000 78
15200 2
15400 -42
15600 18
15800 56
16000 14
16200 -16
16400 -60
16600 -80
16800 16
17000 -32
17200 96
17400 -46
17600 -134
17800 46
18000 68
18200 100
18400 -26
18600 -40
18800 -30
19000 26
19200 -16
19400 2
19600 34
19800 60
20000 38
20200 -2
20400 -164
20600 36
20800 0
21000 0
21200 -52
21400 -78
21600 206
21800 -162
22000 -52
22200 98
22400 48
22600 16
22800 128
23000 52
23200 -14
23400 0
23600 -24
23800 -24
24000 12
24200 -108
24400 -60
24600 18
24800 94
25000 -20
25200 36
25400 14
25600 2
25800 22
26000 -20
26200 -52
26400 76
26600 -108
26800 -152
27000 2
27200 -42
27400 66
27600 -92
27800 0
28000 28
28200 -14
28400 28
28600 -22
28800 78
29000 86
29200 38
29400 -4
29600 -114
29800 106
30000 -42
30200 -58
30400 30
30600 -12
30800 -50
31000 -68
31200 -62
31400 -50
31600 12
31800 12
32000 -20
32200 -26
32400 -48
32600 -34
32800 -40
33000 -30
33200 2
33400 -86
33600 -60
33800 -44
34000 72
34200 -42
34400 -68
34600 -90
34800 -4
35000 84
35200 54
35400 14
35600 10
35800 54
36000 -20
36200 82
36400 -30
36600 98
36800 -2
37000 -16
37200 -26
37400 58
37600 -26
37800 -56
38000 -190
38200 -130
38400 32
38600 -66
38800 28
39000 -56
39200 -14
39400 -14
39600 -58
39800 -60
40000 18
40200 22
40400 88
40600 -32
40800 -4
41000 56
41200 12
41400 28
41600 44
41800 62
42000 56
42200 -90
42400 -40
42600 -12
42800 114
43000 32
43200 60
43400 58
43600 132
43800 -54
44000 20
44200 -2
44400 42
44600 108
44800 112
45000 -124
45200 -90
45400 106
45600 -70
45800 -4
46000 -4
46200 -4
46400 -130
46600 32
46800 -68
47000 -108
47200 74
47400 -30
47600 -14
47800 22
48000 -64
48200 46
48400 74
48600 -12
48800 -44
49000 -28
49200 -20
49400 -50
49600 -28
49800 4
50000 -86
50200 -30
50400 -48
50600 -54
50800 78
51000 112
51200 160
51400 -24
51600 100
51800 98
52000 24
52200 0
52400 -8
52600 4
52800 62
53000 -16
53200 38
53400 44
53600 6
53800 44
54000 162
54200 -58
54400 0
54600 134
54800 16
55000 46
55200 34
55400 -36
55600 -28
55800 -24
56000 8
56200 70
56400 -128
56600 92
56800 98
57000 -8
57200 -86
57400 -26
57600 -20
57800 -4
58000 32
58200 -16
58400 60
58600 80
58800 74
59000 18
59200 -104
59400 -42
59600 -116
59800 -50
