0 392
200 76
400 30
600 242
800 208
1000 -310
1200 128
1400 -238
1600 52
1800 -86
2000 70
2200 -146
2400 164
2600 -136
2800 68
3000 100
3200 -218
3400 36
3600 86
3800 -58
4000 -30
4200 212
4400 254
4600 -58
4800 178
5000 58
5200 58
5400 272
5600 54
5800 76
6000 88
6200 -38
6400 -46
6600 -164
6800 -82
7000 108
7200 218
7400 -192
7600 -94
7800 -158
8000 192
8200 62
8400 8
8600 182
8800 36
9000 -154
9200 84
9400 0
9600 124
9800 52
10000 94
10200 236
10400 140
10600 -82
10800 -94
11000 -64
11200 124
11400 84
11600 -94
11800 112
12000 -120
12200 28
12400 26
12600 202
12800 -42
13000 -132
13200 234
13400 -160
13600 306
13800 -226
14000 172
14200 102
14400 -188
14600 -28
14800 34
15000 118
15200 128
15400 -202
15600 -216
15800 -180
16000 82
16200 44
16400 200
16600 -100
16800 -174
17000 168
17200 -22
17400 124
17600 -84
17800 200
18000 126
18200 152
18400 -188
18600 42
18800 104
19000 -150
19200 -202
19400 52
19600 108
19800 64
20000 -112
20200 -142
20400 -32
20600 -210
20800 -144
21000 -40
21200 188
21400 226
21600 206
21800 68
22000 -210
22200 -274
22400 -134
22600 188
22800 154
23000 14
23200 28
23400 12
23600 -156
23800 -224
24000 -108
24200 -144
24400 166
24600 250
24800 70
25000 -74
25200 -182
25400 -154
25600 -56
25800 -74
26000 106
26200 114
26400 114
26600 -198
26800 -190
27000 248
27200 -180
27400 136
27600 100
27800 72
28000 162
28200 -34
28400 -242
28600 -18
28800 -88
29000 -74
29200 -108
29400 74
29600 -30
29800 122
30000 -4
30200 70
30400 122
30600 62
30800 86
31000 106
31200 -26
31400 -334
31600 4
31800 74
32000 -212
32200 -78
32400 -122
32600 38
32800 34
33000 154
33200 -80
33400 -96
33600 136
33800 -30
34000 98
34200 -34
34400 82
34600 -68
34800 62
35000 -60
35200 -206
35400 -212
35600 -56
35800 62
36000 -214
36200 -184
36400 2
36600 194
36800 -42
37000 252
37200 220
37400 -128
37600 98
37800 -96
38000 26
38200 60
38400 0
38600 -106
38800 -56
39000 -38
39200 -152
39400 138
39600 -142
39800 -176
40000 -280
40200 -8
40400 -36
40600 140
40800 84
41000 -2
41200 116
41400 -44
41600 4
41800 56
42000 -120
42200 222
42400 -168
42600 80
42800 -204
43000 -96
43200 88
43400 98
43600 14
43800 256
44000 100
44200 44
44400 -94
44600 -24
44800 20
45000 -136
45200 22
45400 22
45600 80
45800 -228
46000 -44
46200 -194
46400 10
46600 -74
46800 178
47000 84
47200 -172
47400 -220
47600 -158
47800 -220
48000 130
48200 -76
48400 28
48600 168
48800 -210
49000 -134
49200 58
49400 256
49600 100
49800 -226
50000 -106
50200 224
50400 14
50600 32
50800 -224
51000 -226
51200 -78
51400 10
51600 66
51800 -172
52000 -216
52200 102
52400 210
52600 -302
52800 -8
53000 192
53200 124
53400 -72
53600 136
53800 80
54000 80
54200 6
54400 150
54600 220
54800 248
55000 128
55200 86
55400 130
55600 130
55800 6
56000 -76
56200 200
56400 108
56600 156
56800 118
57000 148
57200 -164
57400 -120
57600 6
57800 -8
58000 158
58200 146
58400 62
58600 54
58800 234
59000 70
59200 -20
59400 -176
59600 88
59800 -206
