0 340
200 -112
400 -80
600 -48
800 -60
1000 16
1200 -26
1400 2
1600 -4
1800 -46
2000 54
2200 26
2400 -88
2600 32
2800 88
3000 38
3200 -78
3400 -74
3600 66
3800 -36
4000 -8
4200 -6
4400 26
4600 92
4800 10
5000 -22
5200 66
5400 58
5600 78
5800 -56
6000 -62
6200 -54
6400 10
6600 -44
6800 16
7000 66
7200 -6
7400 2
7600 28
7800 74
8000 -36
8200 122
8400 34
8600 -24
8800 0
9000 -18
9200 -8
9400 -20
9600 -52
9800 68
10000 -72
10200 76
10400 30
10600 -58
10800 -58
11000 72
11200 -4
11400 -14
11600 -88
11800 -66
12000 2
12200 64
12400 -78
12600 -88
12800 -88
13000 26
13200 -38
13400 2
13600 -2
13800 -102
14000 -88
14200 40
14400 -64
14600 26
14800 12
15000 4
15200 66
15400 74
15600 -8
15800 -114
16000 58
16200 -24
16400 -78
16600 62
16800 22
17000 34
17200 -32
17400 -10
17600 58
17800 34
18000 -84
18200 -82
18400 78
18600 -14
18800 90
19000 16
19200 -24
19400 34
19600 -24
19800 26
20000 -30
20200 32
20400 -2
20600 78
20800 98
21000 -46
21200 44
21400 44
21600 -50
21800 -32
22000 94
22200 -72
22400 -46
22600 128
22800 112
23000 0
23200 36
23400 -72
23600 -68
23800 40
24000 10
24200 -34
24400 -76
24600 -6
24800 2
25000 -28
25200 36
25400 -10
25600 -74
25800 -44
26000 -32
26200 -2
26400 32
26600 44
26800 -8
27000 -62
27200 -108
27400 96
27600 -4
27800 -78
28000 48
28200 -26
28400 -36
28600 -54
28800 0
29000 -134
29200 -90
29400 -10
29600 62
29800 110
30000 42
30200 8
30400 -14
30600 2
30800 24
31000 26
31200 -46
31400 40
31600 -66
31800 -100
32000 60
32200 58
32400 -6
32600 -14
32800 -60
33000 -44
33200 30
33400 38
33600 -44
33800 82
34000 0
34200 -46
34400 74
34600 72
34800 6
35000 -22
35200 -16
35400 -118
35600 -14
35800 -38
36000 30
36200 -30
36400 -70
36600 52
36800 34
37000 -80
37200 -76
37400 -32
37600 32
37800 -28
38000 -6
38200 14
38400 -28
38600 -122
38800 -32
39000 14
39200 10
39400 -26
39600 42
39800 -36
40000 88
40200 50
40400 14
40600 -24
40800 8
41000 -118
41200 -36
41400 -72
41600 6
41800 42
42000 -20
42200 40
42400 20
42600 -24
42800 -2
43000 2
43200 42
43400 -82
43600 -24
43800 20
44000 68
44200 34
44400 -70
44600 30
44800 -24
45000 28
45200 -20
45400 -20
45600 26
45800 -30
46000 12
46200 38
46400 -32
46600 -42
46800 -48
47000 18
47200 -36
47400 34
47600 -134
47800 -24
48000 32
48200 -58
48400 18
48600 -84
48800 40
49000 -26
49200 -32
49400 10
49600 -26
49800 -12
50000 -90
50200 46
50400 -30
50600 56
50800 50
51000 66
51200 -78
51400 -64
51600 -20
51800 -26
52000 -6
52200 -62
52400 -172
52600 96
52800 0
53000 62
53200 -30
53400 0
53600 -28
53800 -42
54000 102
54200 -30
54400 -70
54600 -118
54800 -6
55000 78
55200 -82
55400 -12
55600 86
55800 -88
56000 64
56200 6
56400 62
56600 -74
56800 -70
57000 -14
57200 26
57400 -42
57600 -44
57800 6
58000 -20
58200 -40
58400 -48
58600 8
58800 34
59000 -32
59200 -56
59400 -90
59600 28
59800 -28
