0 376
200 324
400 164
600 286
800 276
1000 -34
1200 -158
1400 -220
1600 20
1800 74
2000 -268
2200 -220
2400 -326
2600 -284
2800 -332
3000 -278
3200 -342
3400 -250
3600 -242
3800 266
4000 308
4200 176
4400 -54
4600 -334
4800 -372
5000 -304
5200 -236
5400 -286
5600 -330
5800 -126
6000 -82
6200 238
6400 342
6600 330
6800 256
7000 334
7200 292
7400 132
7600 276
7800 110
8000 320
8200 298
8400 256
8600 250
8800 216
9000 216
9200 4
9400 -40
9600 -286
9800 -248
10000 -282
10200 -276
10400 -324
10600 -234
10800 -32
11000 -300
11200 -240
11400 -312
11600 -326
11800 -268
12000 -358
12200 -292
12400 -294
12600 -26
12800 350
13000 354
13200 350
13400 294
13600 278
13800 324
14000 88
14200 22
14400 -188
14600 -242
14800 -238
15000 -158
15200 -328
15400 -130
15600 -244
15800 -316
16000 -308
16200 44
16400 330
16600 330
16800 322
17000 218
17200 330
17400 72
17600 354
17800 120
18000 -148
18200 170
18400 320
18600 306
18800 350
19000 310
19200 340
19400 250
19600 306
19800 256
20000 338
20200 288
20400 322
20600 158
20800 332
21000 202
21200 324
21400 272
21600 146
21800 292
22000 344
22200 262
22400 -230
22600 -316
22800 -122
23000 -222
23200 -86
23400 -274
23600 -326
23800 -266
24000 -68
24200 228
24400 202
24600 80
24800 292
25000 -154
25200 60
25400 248
25600 124
25800 -222
26000 230
26200 292
26400 -280
26600 270
26800 36
27000 -192
27200 -320
27400 -86
27600 -220
27800 -222
28000 -250
28200 -180
28400 328
28600 330
28800 218
29000 306
29200 310
29400 300
29600 310
29800 306
30000 290
30200 320
30400 -20
30600 318
30800 270
31000 144
31200 122
31400 192
31600 316
31800 312
32000 110
32200 202
32400 180
32600 282
32800 32
33000 304
33200 308
33400 344
33600 348
33800 314
34000 126
34200 -242
34400 -4
34600 344
34800 318
35000 336
35200 312
35400 270
35600 256
35800 328
36000 276
36200 310
36400 260
36600 214
36800 20
37000 176
37200 316
37400 174
37600 252
37800 330
38000 -326
38200 -364
38400 -324
38600 -112
38800 14
39000 -358
39200 -304
39400 -250
39600 -324
39800 -290
40000 -266
40200 -320
40400 -256
40600 -306
40800 -30
41000 306
41200 274
41400 216
41600 162
41800 -314
42000 -314
42200 -316
42400 -254
42600 -24
42800 -58
43000 298
43200 174
43400 324
43600 318
43800 174
44000 -276
44200 -104
44400 -310
44600 -246
44800 -328
45000 -14
45200 -128
45400 142
45600 334
45800 280
46000 236
46200 204
46400 282
46600 286
46800 286
47000 288
47200 336
47400 210
47600 230
47800 338
48000 294
48200 -98
48400 -264
48600 -310
48800 -262
49000 -338
49200 -288
49400 -342
49600 -224
49800 78
50000 -98
50200 -82
50400 -304
50600 -304
50800 -304
51000 -342
51200 -292
51400 -332
51600 -334
51800 -128
52000 212
52200 302
52400 216
52600 180
52800 242
53000 302
53200 342
53400 322
53600 334
53800 362
54000 246
54200 234
54400 202
54600 -100
54800 278
55000 262
55200 140
55400 330
55600 316
55800 342
56000 304
56200 264
56400 202
56600 238
56800 238
57000 330
57200 186
57400 336
57600 364
57800 310
58000 224
58200 -336
58400 -326
58600 104
58800 314
59000 136
59200 282
59400 296
59600 6
59800 108
